"","size","rep","tau","delt","alph","mod","psi","r0","degAssort","clustering","pathLen","n_components","r","q","time_steps","peak_size","peak_time","tot_inf","prev_m","prev_f","prev_ratio","prev_l","r_actual"
"170",1000,5,0.1,"0.05",1,"i",0.3,3.31370779003678,0.011435033843342,0.0487019866213312,7,1,0.6,0.315954161380833,199.993811202655,89,97.3608528034307,66.0038863575449,NA,NA,1.045816473979,373.713975803087,0.632280843486507
"171",1000,6,0.1,"0.05",1,"i",0.3,2.97268472082915,-0.0117200663138971,0.0308053940368675,5,1,0,-0.01220449714238,199.991446800456,93,153.812379806932,66.112372903737,NA,NA,1.05497932111387,406.134098983723,-0.0244515642202204
"172",1000,6,0.1,"0.05",1,"i",0.3,3.19327983951856,0.0361283070816427,0.0491252316487106,6,1,0.6,0.314442605650452,199.999814088381,91,178.109387217027,64.0808383233533,NA,NA,0.98762293711349,375.120086580087,0.628886122355045
"173",1000,7,0.1,"0.05",1,"i",0.3,2.93610832497493,-0.00934271302426,0.0303692822737676,5,1,0,-0.00229553253541975,199.9968420641,89,72.2306977542636,65.501300215208,NA,NA,1.08120458342082,403.910449035342,-0.00460018835575634
"174",1000,7,0.1,"0.05",1,"i",0.3,3.29625543296556,0.0121122668727557,0.0477426945664412,7,1,0.6,0.312729059797245,199.993601672099,85,43.8368500792585,63.3121772603511,NA,NA,1.04740776592756,359.76920299666,0.630146774875255
"175",1000,8,0.1,"0.05",1,"i",0.3,3.06750250752257,-0.0198153154555554,0.0329594872968643,5,1,0,-0.000118892283671401,199.997578236077,107,124.169106549575,65.5606389097828,NA,NA,1.06012671579655,391.254566493099,-0.000238175651096152
"176",1000,8,0.1,"0.05",1,"i",0.3,3.34065529923103,0.00861346615290775,0.0489396411092985,7,1,0.6,0.314263049932144,199.95492033431,90,194.86436263091,65.6288166214996,NA,NA,0.918077140622797,361.789550446122,0.629257906256012
"177",1000,9,0.1,"0.05",1,"i",0.3,3.01504513540622,-0.0286289194762888,0.0315701929474385,5,1,0,0.0091186297105961,199.958312910898,89,52.6344533643114,64.5745562663303,NA,NA,1.07768614018296,398.08489601091,0.0182889426957224
"178",1000,9,0.1,"0.05",1,"i",0.3,3.27572718154463,0.0258408725184379,0.0516549802504669,7,1,0.6,0.315552454756446,199.995547991506,88,167.886945189803,64.3078814306258,NA,NA,1.01276138721346,377.796392677674,0.632747645023993
"179",1000,10,0.1,"0.05",1,"i",0.3,3.13009027081244,-0.0163637423590355,0.0354728105873682,5,1,0,0.00671500962264932,199.993075518254,93,169.40880927262,65.4159447693593,NA,NA,1.0250452054815,410.197149250021,0.0134301575989893
"180",1000,10,0.1,"0.05",1,"i",0.3,3.32166499498496,0.0125308352763072,0.0494610019023462,6,1,0.6,0.31562571365048,199.985096094618,95,112.775776371582,65.8118691420332,NA,NA,1.0570897052416,359.536274340858,0.631531611324036
