"","size","rep","tau","degAssort","clustering","pathLen","r","q","time_steps","peak_size","peak_time","tot_inf","prev_1","prev_2","prev_ratio"
"592",1500,20,0.125,-0.00172829719629143,0.0238159196946133,5,0.115802649608824,0.0578819272925722,14.3943442189875,192,1.83797986711438,0.536,0.521333333333333,0.550666666666667,0.946731234866828
"593",1500,20,0.125,0.0220267606029283,0.026984498266953,6,0.175707066616789,0.0878274384440223,18.3298005020848,147,3.01615631124836,0.494666666666667,0.472,0.517333333333333,0.912371134020619
"594",1500,20,0.125,0.0103798357614742,0.0349137518732264,6,0.320433466704067,0.160073243793309,12.4385224652946,168,1.99078534517922,0.447333333333333,0.437333333333333,0.457333333333333,0.956268221574344
"595",1500,20,0.125,0.00595424696555986,0.0340538400135763,7,0.411339768808493,0.20538412831006,10.8269515754548,151,0.953759651791158,0.446,0.436,0.456,0.956140350877193
"596",1500,20,0.125,0.0490051014298754,0.0363827386279622,7,0.505478287707363,0.252500503121585,8.48971808805163,179,1.56123161138468,0.452666666666667,0.405333333333333,0.5,0.810666666666667
"597",1500,20,0.125,0.0240515897329026,0.0468643140473259,7,0.627439777091364,0.313650895645667,10.0220312216575,179,1.49143862208935,0.421333333333333,0.430666666666667,0.412,1.0453074433657
"598",1500,20,0.125,0.0571925848030025,0.0532727220416031,7,0.727929478535875,0.363884696580871,10.7694430721398,199,1.80774467922328,0.452666666666667,0.466666666666667,0.438666666666667,1.06382978723404
"599",1500,20,0.125,0.0670384079655061,0.0692719891745602,7,0.83439338866749,0.416669803646482,9.04086930043612,221,1.4224815270928,0.454,0.469333333333333,0.438666666666667,1.06990881458967
"600",1500,20,0.125,0.103288679663652,0.108941190384672,8,0.934794530329537,0.46733698972204,10.2208237643865,179,2.06775749910577,0.42,0.417333333333333,0.422666666666667,0.987381703470032
"601",500,21,0.125,-0.0491188725333207,0.0507232354506313,5,-0.0112720710046764,-0.00557097109821911,16.8279568535962,56,8.80176843117972,0.504,0.528,0.48,1.1
"602",500,21,0.125,-0.00867978298279632,0.0578132444020962,5,0.0928584419687983,0.0464241383917186,8.47879440357845,49,2.01040661035886,0.44,0.46,0.42,1.0952380952381
"603",500,21,0.125,-0.0128592095692966,0.0642065916032274,5,0.214517872099211,0.107153261622046,8.55446722705375,33,0.339559690966184,0.174,0.18,0.168,1.07142857142857
"604",500,21,0.125,-0.00360391978397874,0.0714615029967727,6,0.299586084557012,0.147682068264719,11.8595083870539,62,3.63245548411529,0.502,0.516,0.488,1.05737704918033
"605",500,21,0.125,0.0370077371171352,0.0835683603071983,6,0.434027792964172,0.216945860272298,12.0757072807413,67,3.76234403576141,0.498,0.5,0.496,1.00806451612903
"606",500,21,0.125,0.0165711679077591,0.0901183810920811,6,0.534449921432165,0.26701893453275,8.30510179958635,92,2.08180086774104,0.506,0.548,0.464,1.18103448275862
"607",500,21,0.125,0.0350958806577848,0.109334391429422,6,0.621517029870325,0.310583339068617,8.40962923189836,59,2.55454641426717,0.398,0.38,0.416,0.913461538461539
"608",500,21,0.125,0.0665042792830756,0.131310844464569,6,0.731159913192758,0.365542955924683,6.97865931719479,78,1.57863173090463,0.432,0.388,0.476,0.815126050420168
"609",500,21,0.125,0.151438405925718,0.179241896694067,6,0.834457530959121,0.411779246910032,8.09066588448268,61,2.34354222479112,0.396,0.368,0.424,0.867924528301887
"610",500,21,0.125,0.181056006059131,0.244883254130282,7,0.915200241017539,0.456020549858507,7.49672074269334,84,1.6355137822727,0.402,0.396,0.408,0.970588235294118
"611",1000,21,0.125,-0.0251591949498656,0.0316045121912249,5,0.00781324918353012,0.00390658434682184,10.641334636173,135,2.62625523912078,0.494,0.502,0.486,1.03292181069959
"612",1000,21,0.125,-0.025532806277347,0.0360101646592153,5,0.0763980306312623,0.038197722555832,8.87662842446975,118,1.84178126925466,0.425,0.43,0.42,1.02380952380952
"613",1000,21,0.125,-0.0104432176899911,0.0358081573332509,5,0.17716754162775,0.0885444699192864,12.7928818378017,133,1.5948051679453,0.466,0.444,0.488,0.909836065573771
"614",1000,21,0.125,0.00814430650761313,0.0447930673838339,6,0.315955123517969,0.157330647911639,8.48909991198605,154,1.58547587320928,0.488,0.496,0.48,1.03333333333333
"615",1000,21,0.125,0.0196701157269182,0.0455559159841051,6,0.399289464208973,0.199208578594359,15.4732959843236,108,2.08319727874055,0.436,0.488,0.384,1.27083333333333
"616",1000,21,0.125,0.0422245340195384,0.0557608978874938,7,0.534624267113046,0.265941173570863,13.8186787099672,82,2.40494963536208,0.431,0.46,0.402,1.14427860696517
"617",1000,21,0.125,0.0459519524776957,0.0610467574194639,7,0.615976083417944,0.307608482418167,10.8961649930306,112,1.78726569453799,0.447,0.432,0.462,0.935064935064935
"618",1000,21,0.125,0.0580792158922231,0.0749893632108921,7,0.729536948877268,0.364698589248186,8.90871348727972,124,2.09408163199241,0.452,0.478,0.426,1.12206572769953
"619",1000,21,0.125,0.103115164620274,0.0970118078349461,8,0.833803787339972,0.416656267699789,10.3949488492962,138,1.88557187824765,0.442,0.472,0.412,1.14563106796116
"620",1000,21,0.125,0.151840950022541,0.149058295964126,7,0.934964122635355,0.467188124051191,9.10472136075409,126,1.59835668767534,0.427,0.456,0.398,1.14572864321608
"621",1500,21,0.125,-0.00439189692005855,0.0232577718844057,5,0.00707939278121251,0.00353969127299347,12.9314612072381,209,2.17318096927867,0.506,0.510666666666667,0.501333333333333,1.0186170212766
"622",1500,21,0.125,0.00952141433319793,0.0242122343704606,6,0.102782541394383,0.0513325560049067,11.088763820146,91,1.8929575200072,0.321333333333333,0.354666666666667,0.288,1.23148148148148
"623",1500,21,0.125,-0.00569222450234137,0.0260655869792926,6,0.181598345612037,0.0906844997052667,10.0526352146731,155,2.10380518353439,0.443333333333333,0.429333333333333,0.457333333333333,0.938775510204082
"624",1500,21,0.125,0.00689468277149362,0.0314496631314271,6,0.323915593351777,0.161814040015011,9.36672035087694,225,1.81956744630763,0.475333333333333,0.461333333333333,0.489333333333333,0.942779291553133
"625",1500,21,0.125,0.00483951032175334,0.0319618207400084,7,0.403338948373609,0.201669114224887,12.5245502984198,158,2.13603705875399,0.465333333333333,0.470666666666667,0.46,1.0231884057971
"626",1500,21,0.125,0.0471772655324726,0.0368724152591505,7,0.522240728317668,0.261118308761812,9.53685930010766,146,2.1063544579351,0.413333333333333,0.425333333333333,0.401333333333333,1.05980066445183
"627",1500,21,0.125,0.0400044149320559,0.0445772168873776,7,0.633131989581595,0.316565181130464,10.5607186960641,166,2.38225469138757,0.442666666666667,0.476,0.409333333333333,1.1628664495114
"628",1500,21,0.125,0.0570462621231519,0.0521906203603971,7,0.716320704450149,0.357934403654782,10.2761277618589,181,1.52581127499132,0.418666666666667,0.410666666666667,0.426666666666667,0.9625
"629",1500,21,0.125,0.0682754310246702,0.0710556354105014,8,0.828019865593883,0.409741638699354,10.9125133347186,184,1.97469391284572,0.425333333333333,0.445333333333333,0.405333333333333,1.09868421052632
"630",1500,21,0.125,0.113897046761956,0.10147784257453,8,0.934189740102888,0.466535600704861,8.98477344776674,222,1.55126905421828,0.434666666666667,0.442666666666667,0.426666666666667,1.0375
"631",500,22,0.125,-0.0564285562702843,0.0519202586708228,4,0.0266277561608304,0.0132983008716283,9.10542469766812,62,2.57260325581136,0.466,0.46,0.472,0.974576271186441
"632",500,22,0.125,-0.00958091557664375,0.0576576143169846,5,0.119277355114016,0.0596224429069386,16.9755435175165,35,0.364280644289713,0.438,0.408,0.468,0.871794871794872
"633",500,22,0.125,0.00289719509703057,0.0598025521437534,5,0.180463349998634,0.0898529203389351,11.0012678149292,66,1.99618324810609,0.494,0.496,0.492,1.00813008130081
"634",500,22,0.125,0.0196368689019528,0.076630363469361,5,0.303064066942682,0.151367035209243,11.403637122639,68,2.67634972362973,0.47,0.464,0.476,0.974789915966387
"635",500,22,0.125,0.0531978454575889,0.0754448880167806,6,0.413567037221522,0.206317259694991,11.12437039537,50,2.3852183147208,0.43,0.428,0.432,0.990740740740741
"636",500,22,0.125,0.0329791172060435,0.0909109523127009,6,0.534745490400338,0.267336331874547,9.36971902927384,58,3.38504643423758,0.442,0.476,0.408,1.16666666666667
"637",500,22,0.125,0.0205990001778376,0.105634223576507,6,0.624949151576237,0.312474120376181,9.80082638291209,67,2.1051625560881,0.482,0.456,0.508,0.897637795275591
"638",500,22,0.125,0.102180830167141,0.139577142208173,7,0.732730950495845,0.366275236934687,9.42011985308526,58,1.45808526416253,0.482,0.4,0.564,0.709219858156029
"639",500,22,0.125,0.112816376092353,0.183927135414846,7,0.831742680483444,0.415752543429592,7.31290443484942,73,1.34364329555148,0.408,0.408,0.408,1
"640",500,22,0.125,0.180964829065932,0.235031512605042,7,0.906508895698359,0.452619621147408,7.97183994547013,56,2.8376836334502,0.404,0.364,0.444,0.81981981981982
"641",1000,22,0.125,-0.0240544895906601,0.0298884348744318,5,0.00979597723629685,0.00489782285673465,8.81007970716624,136,2.13907597448153,0.456,0.454,0.458,0.991266375545852
"642",1000,22,0.125,0.000350507373329419,0.0341850716521701,5,0.0808347451283557,0.0403817470465559,14.4180602427545,109,3.01004406314761,0.513,0.514,0.512,1.00390625
"643",1000,22,0.125,-0.00346941024822959,0.0356450741811481,6,0.189603489900495,0.0947588804527927,12.7281342706261,140,1.56769435699545,0.514,0.522,0.506,1.03162055335968
"644",1000,22,0.125,0.0181737074454702,0.044712345490615,6,0.328178075115622,0.163940467339833,11.4638729774563,92,0.849710640416591,0.369,0.332,0.406,0.817733990147783
"645",1000,22,0.125,0.00519889335077775,0.0469622234692973,7,0.434801995821872,0.217130005865138,10.8252664137779,109,2.14796913954322,0.412,0.46,0.364,1.26373626373626
"646",1000,22,0.125,0.0651643639208098,0.0475729670672702,7,0.505892958201957,0.251804158714861,11.1644347588499,124,1.96063141640183,0.484,0.54,0.428,1.26168224299065
"647",1000,22,0.125,0.0720946042294214,0.0663072168628298,7,0.633581074693617,0.314605582042014,11.4492737837786,104,2.44444376930435,0.462,0.484,0.44,1.1
"648",1000,22,0.125,0.0563418451112954,0.073580863977151,7,0.734350771848309,0.366548371292413,9.87402985101135,112,2.71710339122322,0.476,0.486,0.466,1.04291845493562
"649",1000,22,0.125,0.0849528303876278,0.0972777429052826,7,0.834225098627895,0.41691676835924,8.94234866872271,128,1.5477899113739,0.411,0.416,0.406,1.02463054187192
"650",1000,22,0.125,0.17990446170813,0.169011833644077,8,0.934762153411671,0.459892495943196,10.1563527036761,108,1.61949358840063,0.417,0.42,0.414,1.01449275362319
"651",1500,22,0.125,-0.019819252808246,0.0232755738800981,5,0.00693404481329777,0.00346650995154413,9.46407788445002,197,1.88757364652029,0.488,0.476,0.5,0.952
"652",1500,22,0.125,-0.0132353240113412,0.025769792521158,5,0.0769846879050859,0.0384880560497527,8.78755027608693,219,2.02415384312567,0.520666666666667,0.498666666666667,0.542666666666667,0.918918918918919
"653",1500,22,0.125,0.0161581727658716,0.0252889418354338,6,0.18338617688173,0.091687770999581,9.75111669139705,177,1.49409707389697,0.432,0.448,0.416,1.07692307692308
"654",1500,22,0.125,0.00725558940670201,0.0299669624927123,6,0.333580538924849,0.166785265030172,14.3277208040013,143,2.43638363561781,0.406,0.402666666666667,0.409333333333333,0.98371335504886
"655",1500,22,0.125,0.000680332708391749,0.0342199768701686,6,0.411353355679679,0.205675738026933,13.0934268926549,159,2.52851153681464,0.414666666666667,0.42,0.409333333333333,1.02605863192182
"656",1500,22,0.125,0.0393489342588865,0.03530034712008,7,0.499319068639283,0.24915344829048,14.5194312574412,137,2.42983179337344,0.440666666666667,0.429333333333333,0.452,0.949852507374631
"657",1500,22,0.125,0.0491646356621663,0.0439057149425844,7,0.627247696044786,0.313618115768388,10.1324649137523,172,1.64698793648387,0.443333333333333,0.448,0.438666666666667,1.02127659574468
"658",1500,22,0.125,0.0592201391481,0.0556716469891687,7,0.731404916258466,0.365623475853957,8.14172274278606,206,1.69911094216984,0.457333333333333,0.468,0.446666666666667,1.04776119402985
"659",1500,22,0.125,0.0976967017648946,0.071910949912107,8,0.833761693922731,0.416782440409655,10.3981905549777,206,1.73830127162814,0.465333333333333,0.490666666666667,0.44,1.11515151515152
"660",1500,22,0.125,0.137790515390638,0.105554796496182,8,0.934779106673258,0.465303932291213,12.1806911767888,185,1.4515360861808,0.400666666666667,0.428,0.373333333333333,1.14642857142857
"661",500,23,0.125,-0.0420328723305349,0.0528214749603117,4,0.00709195687147648,0.00353825164265276,13.4770367431478,54,3.39544372777136,0.446,0.472,0.42,1.12380952380952
"662",500,23,0.125,-0.047984136526062,0.0585756237530543,5,0.103702833532497,0.0518211887016263,7.46908166516135,75,2.12789731369224,0.448,0.452,0.444,1.01801801801802
"663",500,23,0.125,-0.0452302763119919,0.0643353941267388,5,0.208011224731722,0.104000744912129,9.92931605818577,69,1.08362144150264,0.438,0.408,0.468,0.871794871794872
"664",500,23,0.125,0.00656310605642394,0.0701623026272325,6,0.33091624849641,0.165391139594104,9.33266371126841,67,2.01080545646459,0.488,0.46,0.516,0.891472868217054
"665",500,23,0.125,0.0266527341988641,0.0780763239875389,5,0.423982922384355,0.209414150901384,7.37851360937916,61,1.21341693119353,0.468,0.432,0.504,0.857142857142857
"666",500,23,0.125,0.0407007137491012,0.0845675130645966,6,0.518940943401641,0.259159706731334,13.0410855828634,44,3.67610326077118,0.434,0.44,0.428,1.02803738317757
"667",500,23,0.125,0.0604162141192017,0.104826207571802,7,0.621830540749354,0.309674222396755,7.86470056419246,65,2.4903658316217,0.406,0.344,0.468,0.735042735042735
"668",500,23,0.125,0.0683703663475052,0.12819431397734,6,0.733719460986814,0.364804440324037,10.1259158864131,80,1.39283797102121,0.456,0.416,0.496,0.838709677419355
"669",500,23,0.125,0.114574495817127,0.167684358853922,8,0.833982601431114,0.416432113809618,9.93555777403849,66,1.07672059925434,0.478,0.532,0.424,1.25471698113208
"670",500,23,0.125,0.192857307834566,0.237329705150468,7,0.919134185835824,0.457390945269201,9.64366040068743,73,1.35383936769552,0.414,0.324,0.504,0.642857142857143
"671",1000,23,0.125,-0.034310152719876,0.0321526058528534,5,0.00870807863368976,0.00434030275379793,13.3249672116936,92,3.2192896676667,0.504,0.52,0.488,1.0655737704918
"672",1000,23,0.125,0.00105803770750712,0.0331153859006204,5,0.0948041887931817,0.0473978807032935,13.0710822269497,116,2.22373730533608,0.485,0.498,0.472,1.05508474576271
"673",1000,23,0.125,-0.00774136395876767,0.035458163034218,5,0.198872661237104,0.0992964047609228,12.953517241447,145,2.42301881312928,0.509,0.508,0.51,0.996078431372549
"674",1000,23,0.125,0.0196819215714544,0.0426727899921034,6,0.33448622822842,0.16716315445836,9.21660886637797,123,2.35522332510747,0.439,0.45,0.428,1.05140186915888
"675",1000,23,0.125,-0.00278290743279544,0.0441641310448731,6,0.394429321382678,0.197033708950321,13.175564518139,151,2.08922346309105,0.522,0.496,0.548,0.905109489051095
"676",1000,23,0.125,0.0264141063239574,0.0549310991906287,8,0.530375409802802,0.265065527575706,9.53406882633725,93,2.47112537200229,0.393,0.378,0.408,0.926470588235294
"677",1000,23,0.125,0.0430295315180892,0.0591224277813649,7,0.625049110975952,0.312001179063771,11.8924311217847,120,1.81197599937191,0.43,0.402,0.458,0.877729257641921
"678",1000,23,0.125,0.0362110412243715,0.0743558661955484,7,0.720409803884911,0.359750786964706,12.3348517395916,103,2.20502768794258,0.443,0.466,0.42,1.10952380952381
"679",1000,23,0.125,0.131673219334735,0.0919481749839911,7,0.834083014234243,0.415480342733315,11.894064540279,101,2.29001801723651,0.377,0.368,0.386,0.953367875647668
"680",1000,23,0.125,0.129844737480362,0.151529037055956,8,0.934836783837207,0.463333812872922,10.5108842550936,106,1.73969910507806,0.379,0.37,0.388,0.95360824742268
"681",1500,23,0.125,-0.02760586182855,0.0225474764406468,5,0.00702167905635221,0.00350874092875134,10.8905542474474,174,1.44106199677598,0.409333333333333,0.42,0.398666666666667,1.05351170568562
"682",1500,23,0.125,-0.011022890487906,0.0267419911733292,5,0.10326774648204,0.0514797040083284,13.4369603748401,156,3.16500663786749,0.47,0.450666666666667,0.489333333333333,0.920980926430518
"683",1500,23,0.125,0.00321258331330201,0.0254216422504001,6,0.174351110963686,0.0870629613714179,8.92824566325024,136,1.66033101625417,0.389333333333333,0.401333333333333,0.377333333333333,1.06360424028269
"684",1500,23,0.125,0.00456562242089613,0.0292815236687367,6,0.277530821108295,0.138722254127493,15.9288142126876,156,2.11583248313717,0.468666666666667,0.452,0.485333333333333,0.931318681318681
"685",1500,23,0.125,0.0153811013309044,0.0303549685001853,6,0.39003510150867,0.194010028518404,12.2458196885954,153,2.16660712560111,0.431333333333333,0.485333333333333,0.377333333333333,1.28621908127208
"686",1500,23,0.125,0.0305721612051114,0.0407740152038701,8,0.521641379803907,0.260200472198014,8.80397922319169,128,1.41788272052644,0.394666666666667,0.385333333333333,0.404,0.953795379537954
"687",1500,23,0.125,0.0613085005388454,0.0465666547652907,7,0.621802875535135,0.31015400652117,11.3573678672192,158,2.34190667963005,0.431333333333333,0.437333333333333,0.425333333333333,1.0282131661442
"688",1500,23,0.125,0.0643088333370862,0.0508278242555432,7,0.728253858459895,0.362691225247199,11.7528571105862,210,1.81128660363267,0.485333333333333,0.5,0.470666666666667,1.06232294617564
"689",1500,23,0.125,0.0673766670612645,0.0654581356443518,7,0.83297409859167,0.416424128595646,11.9406053663625,210,1.43625813921639,0.442,0.444,0.44,1.00909090909091
"690",1500,23,0.125,0.110109604336136,0.108447610624629,8,0.934351054817376,0.46395979668087,18.0956155068676,187,1.33511960745052,0.454,0.436,0.472,0.923728813559322
"691",500,24,0.125,-0.0329713635055564,0.0531843144811639,5,0.0121238651102466,0.00605484010704066,8.50399338589042,65,2.2210372355856,0.488,0.448,0.528,0.848484848484849
"692",500,24,0.125,-0.0241053347680569,0.0546400058595181,5,0.101423314316867,0.0501901550145945,9.07177969617222,56,1.52497693999614,0.454,0.428,0.48,0.891666666666667
"693",500,24,0.125,0.0060621125630597,0.0652281337506177,6,0.234388943252415,0.117160994133817,10.9066600091174,49,2.37371505321872,0.454,0.432,0.476,0.907563025210084
"694",500,24,0.125,-0.019335548519863,0.0691431315203632,6,0.313711091257478,0.156172366189086,12.2929231485115,48,1.04077193538959,0.378,0.392,0.364,1.07692307692308
"695",500,24,0.125,0.0298604392705805,0.0748596803642675,5,0.414079857804863,0.207038286054354,10.0261786357474,67,2.45863049993448,0.49,0.484,0.496,0.975806451612903
"696",500,24,0.125,0.0333513873701086,0.0894289860020485,6,0.533739626791736,0.266257828662114,9.19749745194088,40,2.30183018544334,0.34,0.38,0.3,1.26666666666667
"697",500,24,0.125,0.0394116757306052,0.101709332469216,6,0.618647951490565,0.308782190122627,7.98595099967984,68,1.73774977846263,0.492,0.452,0.532,0.849624060150376
"698",500,24,0.125,0.100882283234081,0.132604589938763,6,0.730129870592982,0.364723471614395,9.37555693362263,76,1.74467719205481,0.486,0.488,0.484,1.00826446280992
"699",500,24,0.125,0.0733285450983202,0.171327335255497,7,0.834871437645228,0.417085288390301,9.74109198878564,50,2.59329243248127,0.44,0.432,0.448,0.964285714285714
"700",500,24,0.125,0.165765483542957,0.229149938907314,7,0.909051439272593,0.454511293110777,7.18531927868149,79,1.81720855271384,0.466,0.496,0.436,1.13761467889908
"701",1000,24,0.125,-0.0295566665502366,0.0320637827937295,5,0.00460086339981817,0.00230040170662443,9.93380380459204,121,2.24503067024767,0.435,0.458,0.412,1.11165048543689
"702",1000,24,0.125,-0.0211263351222834,0.0358525816990053,5,0.0943760873249226,0.0471406395716738,12.0389540144031,145,2.51156618573312,0.494,0.49,0.498,0.983935742971888
"703",1000,24,0.125,-0.0207707988201822,0.038903196485381,5,0.195492218324408,0.0971009316817051,12.8045543400042,107,1.72443713371031,0.433,0.416,0.45,0.924444444444444
"704",1000,24,0.125,0.0149358833354301,0.0408441116405718,6,0.280688758017746,0.140040402048674,10.2772984545667,117,2.0048256237272,0.511,0.538,0.484,1.11157024793388
"705",1000,24,0.125,0.00381495824254503,0.0464851086664878,6,0.388919293396821,0.194444496981416,10.8280499693983,131,1.68278571740566,0.452,0.42,0.484,0.867768595041322
"706",1000,24,0.125,0.0456908565791273,0.0506505622824353,6,0.534746916954029,0.266764003142829,12.3768346105483,140,1.39702713073431,0.481,0.516,0.446,1.15695067264574
"707",1000,24,0.125,0.0710437057689734,0.0607374860324615,7,0.630889745947617,0.314070878633896,11.6325435756961,121,2.03538947574981,0.489,0.416,0.562,0.740213523131673
"708",1000,24,0.125,0.0486974606321306,0.0723214759990793,7,0.730319972126494,0.365063575883116,9.76666459095712,130,2.8584004231403,0.453,0.43,0.476,0.903361344537815
"709",1000,24,0.125,0.0697950574195171,0.0933746088360981,8,0.831988354613041,0.414236873106783,9.65053201442539,112,2.13987989307011,0.388,0.382,0.394,0.969543147208122
"710",1000,24,0.125,0.17987006927901,0.16006812402305,8,0.934995909323169,0.46743246791528,12.2012153377263,116,1.61570182312391,0.423,0.42,0.426,0.985915492957746
"711",1500,24,0.125,-0.0185332473140092,0.0225101891524715,5,-0.00218336482396048,-0.00109119597467039,13.0389968893219,169,2.14466979906568,0.486666666666667,0.474666666666667,0.498666666666667,0.951871657754011
"712",1500,24,0.125,0.0086316598730173,0.025253569213882,5,0.0887323036514332,0.0443606964541419,10.9604551349481,151,2.80641655052112,0.442666666666667,0.438666666666667,0.446666666666667,0.982089552238806
"713",1500,24,0.125,0.0054627747185636,0.0265649296142891,5,0.19303893041772,0.0965178096116526,11.8472393737488,174,1.86007361110374,0.470666666666667,0.472,0.469333333333333,1.00568181818182
"714",1500,24,0.125,0.00526529048567239,0.0313453680235866,7,0.327889117879224,0.163854942126515,11.5995123271607,175,2.52375680013014,0.464,0.489333333333333,0.438666666666667,1.11550151975684
"715",1500,24,0.125,0.0274759296081924,0.0327507437314067,6,0.397446059558172,0.198717907870963,9.21676310222773,184,1.97035804799556,0.443333333333333,0.434666666666667,0.452,0.96165191740413
"716",1500,24,0.125,0.0178835620649804,0.0375908708768112,7,0.498187785206781,0.249089619898894,12.7597122262644,199,1.44186305583973,0.472,0.466666666666667,0.477333333333333,0.977653631284916
"717",1500,24,0.125,0.0484681725907348,0.0463227131107424,7,0.628812935107378,0.314142210049134,14.2419650383692,210,1.96522151519465,0.498,0.474666666666667,0.521333333333333,0.910485933503836
"718",1500,24,0.125,0.0390030687938349,0.0546558704453441,7,0.731987205494076,0.365979779643902,11.282661373325,234,2.07387064897969,0.474,0.470666666666667,0.477333333333333,0.986033519553073
"719",1500,24,0.125,0.0589736768172006,0.0712180304706063,8,0.834646539027982,0.416759950540136,10.4756400667126,187,1.68085109866948,0.451333333333333,0.461333333333333,0.441333333333333,1.04531722054381
"720",1500,24,0.125,0.112793532824085,0.108521489428527,8,0.934683341302852,0.464574118176232,9.91181593883334,192,1.7830585908069,0.421333333333333,0.444,0.398666666666667,1.11371237458194
"721",500,25,0.125,-0.00919282539070501,0.0530674539631705,4,-0.0172607173920337,-0.00862389629527677,13.2069617138603,53,2.58919762373231,0.454,0.472,0.436,1.08256880733945
"722",500,25,0.125,-0.0143426747588336,0.0560237977193852,5,0.102601292950342,0.0505176734450972,8.7663459578344,48,2.81468239864226,0.426,0.388,0.464,0.836206896551724
"723",500,25,0.125,-0.00733480594734345,0.0648169206277007,5,0.234606503588231,0.117056382560959,9.19541510975508,56,3.20472729758698,0.432,0.44,0.424,1.0377358490566
"724",500,25,0.125,0.0225525725258589,0.0707063759543297,6,0.309654381654382,0.153066487455923,7.70407798721787,63,3.02669710900423,0.48,0.484,0.476,1.01680672268908
"725",500,25,0.125,0.0147256154836481,0.0830117887825364,6,0.424426487573796,0.21216870640341,10.0323360440486,65,2.88118872729719,0.48,0.472,0.488,0.967213114754098
"726",500,25,0.125,0.0432852401666012,0.0927289896128423,6,0.534264440027957,0.265896708217109,11.5960931926797,61,1.22577309988726,0.462,0.452,0.472,0.957627118644068
"727",500,25,0.125,0.0446129977713419,0.107485796591182,6,0.631884131726191,0.315676837686076,11.350312338746,59,2.69133269811655,0.45,0.488,0.412,1.18446601941748
"728",500,25,0.125,0.108838988089709,0.133462846041768,7,0.727481262775381,0.363091223396718,9.82201028765425,52,1.05892209490626,0.436,0.428,0.444,0.963963963963964
"729",500,25,0.125,0.0974354360320292,0.166511244216492,7,0.833699777924182,0.415582913982891,10.1984395062309,78,1.58531723021436,0.488,0.384,0.592,0.648648648648649
"730",500,25,0.125,0.220075918680115,0.238439306358382,8,0.913714227765947,0.455961928512726,8.12430166847227,69,1.40672709657508,0.402,0.456,0.348,1.31034482758621
"731",1000,25,0.125,-0.0403940081016703,0.0304285218780547,5,-0.0124363436582135,-0.00621694572181949,11.2931050529777,106,2.1105931733647,0.44,0.432,0.448,0.964285714285714
"732",1000,25,0.125,0.000877986085427155,0.0329536346086544,5,0.106461627954167,0.0532034619404854,13.7280987698922,93,1.48912425282259,0.483,0.48,0.486,0.987654320987654
"733",1000,25,0.125,0.0159206833454894,0.0374773119412015,5,0.191574203661627,0.095787040157584,10.7364886108608,94,2.1899672326873,0.408,0.412,0.404,1.01980198019802
"734",1000,25,0.125,0.0114611542861123,0.0421447326746835,6,0.332393940886525,0.16619616120176,10.4639901277944,129,3.03060956233021,0.492,0.504,0.48,1.05
"735",1000,25,0.125,0.00414811130352413,0.0459580764488286,6,0.394186287527203,0.196833308350327,10.034697660878,113,1.20306373050054,0.451,0.44,0.462,0.952380952380952
"736",1000,25,0.125,0.0278368923336595,0.0535928657177157,7,0.506157377577319,0.252893082457,14.804188501821,111,1.96094534385926,0.429,0.416,0.442,0.941176470588235
"737",1000,25,0.125,0.0272455895192527,0.0608971102963585,7,0.626989195291082,0.312911452511999,12.2831292269391,127,2.27805409324136,0.428,0.474,0.382,1.24083769633508
"738",1000,25,0.125,0.0438329965708943,0.0712941114086486,7,0.723057004284122,0.358762928705877,11.2515339207439,143,1.7348780764369,0.501,0.548,0.454,1.20704845814978
"739",1000,25,0.125,0.0573097986521733,0.0888585099111415,7,0.834396065150782,0.416421984106784,9.45214278658665,135,1.64074791841377,0.464,0.458,0.47,0.974468085106383
"740",1000,25,0.125,0.17199940814806,0.161159542380913,8,0.934642640285924,0.444649314040416,10.5186056648718,127,1.28909450754801,0.416,0.36,0.472,0.76271186440678
"741",1500,25,0.125,-0.00412203154312594,0.0218220370179494,5,0.00519841757226833,0.00259917742409782,16.5185579631505,153,2.64877431014925,0.444666666666667,0.448,0.441333333333333,1.01510574018127
"742",1500,25,0.125,-0.000801435756776822,0.0257059598973149,5,0.0985017687775913,0.049179980981781,9.55432533447403,178,2.29672651101646,0.464,0.464,0.464,1
"743",1500,25,0.125,0.0207658910498465,0.026158461571666,5,0.184096186290005,0.0920022721907856,14.1413593058099,202,1.37158185727999,0.518666666666667,0.529333333333333,0.508,1.04199475065617
"744",1500,25,0.125,0.0119085058029152,0.0299972169580026,6,0.320283282389157,0.160088772512739,12.4899735646021,196,1.83153879130421,0.449333333333333,0.425333333333333,0.473333333333333,0.898591549295775
"745",1500,25,0.125,0.0099684679392753,0.0334395513351603,6,0.403839926371128,0.201546276699469,13.9220950240504,127,1.48450461312666,0.389333333333333,0.394666666666667,0.384,1.02777777777778
"746",1500,25,0.125,0.0344476190561657,0.0389396640939639,7,0.515897485713006,0.256132938332688,11.4483877116821,162,2.33961000023904,0.447333333333333,0.416,0.478666666666667,0.86908077994429
"747",1500,25,0.125,0.0607784811844702,0.0449230769230769,8,0.626778604582185,0.313214056703922,10.0216392767047,178,1.64874338279705,0.458666666666667,0.476,0.441333333333333,1.0785498489426
"748",1500,25,0.125,0.0609805382031937,0.0502068916315902,9,0.719173370014519,0.358904573787968,9.2718974715034,183,2.08386030511169,0.459333333333333,0.462666666666667,0.456,1.01461988304094
